Game started,1697355159.7240407
Step 0 decision made,1697355293.7165885
Step 1 decision made,1697355322.94888
Step 2 decision made,1697355350.0612583
Game started,1697355639.53194
Step 0 decision made,1697355675.8081572
Step 1 decision made,1697355712.039565
Step 2 decision made,1697355735.2907364
